S,Schedule ID,Trip Number,Route Number,Direction,Start Terminal / Start Point,End Terminal / End Point,Start Time,Travel Time,Trip Distance,Crew ID,Event Type,Operator,AC / Non-AC,BRT / Non-BRT,Service Type,Fuel Type,Bus Type,Depot ID
2963,RPG9,10,105,105UP,RAILWAY STATION TER,CHIKU WADI,980,45,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2964,RPG9,11,105,105DN,CHIKU WADI,RAILWAY STATION TER,1040,46,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2965,RPG9,12,105,105UP,RAILWAY STATION TER,CHIKU WADI,1088,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2966,RPG9,13,105,105DN,CHIKU WADI,RAILWAY STATION TER,1138,44,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2967,RPG9,14,105,105UP,RAILWAY STATION TER,CHIKU WADI,1190,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2968,RPG9,15,105,105DN,CHIKU WADI,RAILWAY STATION TER,1258,43,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2969,RPG9,16,105,105UP,RAILWAY STATION TER,CHIKU WADI,1310,42,14,2,revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2970,RPG9,17,105,End Shuttle,CHIKU WADI,BHESTAN GARDEN,1352,32,10.712,2,Non-revenue trip,Maruti,Non - AC,CBS,Day service,DIESEL,9,BHESTAN GARDEN
2971,RKG1,0,112,Start Shuttle,KOSAD DEPOT,KOSAD GAM,236,4,1.477,1,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2972,RKG1,1,112,112DN,KOSAD GAM,RAILWAY STATION TER,240,25,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2973,RKG1,2,112,112UP,RAILWAY STATION TER,KOSAD GAM,280,26,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2974,RKG1,3,112,112DN,KOSAD GAM,RAILWAY STATION TER,330,27,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2975,RKG1,4,112,112UP,RAILWAY STATION TER,KOSAD GAM,365,28,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2976,RKG1,5,112,112DN,KOSAD GAM,RAILWAY STATION TER,450,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2977,RKG1,6,112,112UP,RAILWAY STATION TER,BHARTHANA,496,44,15,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2978,RKG1,7,112,112DN,BHARTHANA,RAILWAY STATION TER,569,43,14,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2979,RKG1,8,112,112UP,RAILWAY STATION TER,BHARTHANA,620,44,15,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2980,RKG1,9,112,112DN,BHARTHANA,RAILWAY STATION TER,748,39,14,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2981,RKG1,10,112,112UP,RAILWAY STATION TER,BHARTHANA,794,40,15,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2982,RKG1,11,112,112DN,BHARTHANA,RAILWAY STATION TER,868,39,14,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2983,RKG1,12,112,112UP,RAILWAY STATION TER,BHARTHANA,914,40,15,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2984,RKG1,13,112,112DN,BHARTHANA,RAILWAY STATION TER,988,39,14,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2985,RKG1,14,112,112UP,RAILWAY STATION TER,BHARTHANA,1034,44,15,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2986,RKG1,15,112,112DN,BHARTHANA,RAILWAY STATION TER,1115,43,14,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2987,RKG1,16,112,112UP,RAILWAY STATION TER,BHARTHANA,1166,44,15,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2988,RKG1,17,112,112DN,BHARTHANA,RAILWAY STATION TER,1212,12,2,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2989,RKG1,18,112,End Shuttle,RAILWAY STATION TER,KOSAD DEPOT,1224,17,5.881,2,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2990,RKG10,0,112,Start Shuttle,KOSAD DEPOT,KOSAD GAM,492,4,1.477,1,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2991,RKG10,1,112,112DN,KOSAD GAM,RAILWAY STATION TER,496,36,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2992,RKG10,2,112,112UP,RAILWAY STATION TER,KOSAD GAM,540,37,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2993,RKG10,3,112,112DN,KOSAD GAM,RAILWAY STATION TER,592,36,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2994,RKG10,4,112,112UP,RAILWAY STATION TER,KOSAD GAM,636,37,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2995,RKG10,5,112,112DN,KOSAD GAM,RAILWAY STATION TER,694,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2996,RKG10,6,112,112UP,RAILWAY STATION TER,KOSAD GAM,734,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2997,RKG10,7,112,112DN,KOSAD GAM,RAILWAY STATION TER,814,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2998,RKG10,8,112,112UP,RAILWAY STATION TER,KOSAD GAM,854,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
2999,RKG10,9,112,112DN,KOSAD GAM,RAILWAY STATION TER,944,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3000,RKG10,10,112,112UP,RAILWAY STATION TER,KOSAD GAM,984,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3001,RKG10,11,112,112DN,KOSAD GAM,RAILWAY STATION TER,1066,36,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3002,RKG10,12,112,112UP,RAILWAY STATION TER,KOSAD GAM,1110,37,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3003,RKG10,13,112,112DN,KOSAD GAM,RAILWAY STATION TER,1162,36,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3004,RKG10,14,112,112UP,RAILWAY STATION TER,KOSAD GAM,1210,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3005,RKG10,15,112,112DN,KOSAD GAM,RAILWAY STATION TER,1305,28,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3006,RKG10,16,112,112UP,RAILWAY STATION TER,KOSAD GAM,1340,28,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3007,RKG10,17,112,End Shuttle,KOSAD GAM,KOSAD DEPOT,1368,17,5.881,2,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3008,RKG11,0,112,Start Shuttle,KOSAD DEPOT,KOSAD GAM,500,4,1.477,1,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3009,RKG11,1,112,112DN,KOSAD GAM,RAILWAY STATION TER,504,36,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3010,RKG11,2,112,112UP,RAILWAY STATION TER,KOSAD GAM,548,37,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3011,RKG11,3,112,112DN,KOSAD GAM,RAILWAY STATION TER,600,36,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3012,RKG11,4,112,112UP,RAILWAY STATION TER,KOSAD GAM,644,37,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3013,RKG11,5,112,112DN,KOSAD GAM,RAILWAY STATION TER,704,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3014,RKG11,6,112,112UP,RAILWAY STATION TER,KOSAD GAM,744,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3015,RKG11,7,112,112DN,KOSAD GAM,RAILWAY STATION TER,824,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3016,RKG11,8,112,112UP,RAILWAY STATION TER,KOSAD GAM,864,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3017,RKG11,9,112,112DN,KOSAD GAM,RAILWAY STATION TER,924,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3018,RKG11,10,112,112UP,RAILWAY STATION TER,KOSAD GAM,964,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3019,RKG11,11,112,112DN,KOSAD GAM,RAILWAY STATION TER,1034,36,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3020,RKG11,12,112,112UP,RAILWAY STATION TER,KOSAD GAM,1078,37,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3021,RKG11,13,112,112DN,KOSAD GAM,RAILWAY STATION TER,1130,36,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3022,RKG11,14,112,112UP,RAILWAY STATION TER,KOSAD GAM,1174,37,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3023,RKG11,15,112,112DN,KOSAD GAM,RAILWAY STATION TER,1250,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3024,RKG11,16,112,112UP,RAILWAY STATION TER,KOSAD GAM,1290,30,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3025,RKG11,17,112,112DN,KOSAD GAM,RAILWAY STATION TER,1350,28,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3026,RKG11,18,112,112UP,RAILWAY STATION TER,KOSAD GAM,1380,28,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3027,RKG11,19,112,End Shuttle,KOSAD GAM,KOSAD DEPOT,1408,17,5.881,2,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3028,RKG12,0,112,Start Shuttle,KOSAD DEPOT,RAILWAY STATION TER,233,17,5.881,1,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3029,RKG12,1,112,112UP,RAILWAY STATION TER,KOSAD GAM,250,26,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3030,RKG12,2,112,112DN,KOSAD GAM,RAILWAY STATION TER,300,27,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3031,RKG12,3,112,112UP,RAILWAY STATION TER,KOSAD GAM,340,28,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3032,RKG12,4,112,112DN,KOSAD GAM,RAILWAY STATION TER,408,28,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3033,RKG12,5,112,112UP,RAILWAY STATION TER,KOSAD GAM,450,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3034,RKG12,6,112,112DN,KOSAD GAM,RAILWAY STATION TER,528,36,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3035,RKG12,7,112,112UP,RAILWAY STATION TER,KOSAD GAM,572,37,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3036,RKG12,8,112,112DN,KOSAD GAM,RAILWAY STATION TER,624,36,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3037,RKG12,9,112,112UP,RAILWAY STATION TER,KOSAD GAM,668,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3038,RKG12,10,112,112DN,KOSAD GAM,RAILWAY STATION TER,744,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3039,RKG12,11,112,112UP,RAILWAY STATION TER,KOSAD GAM,784,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3040,RKG12,12,112,112DN,KOSAD GAM,RAILWAY STATION TER,864,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3041,RKG12,13,112,112UP,RAILWAY STATION TER,KOSAD GAM,904,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3042,RKG12,14,112,112DN,KOSAD GAM,RAILWAY STATION TER,984,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3043,RKG12,15,112,112UP,RAILWAY STATION TER,KOSAD GAM,1024,37,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3044,RKG12,16,112,112DN,KOSAD GAM,RAILWAY STATION TER,1082,36,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3045,RKG12,17,112,112UP,RAILWAY STATION TER,KOSAD GAM,1126,37,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3046,RKG12,18,112,112DN,KOSAD GAM,RAILWAY STATION TER,1190,36,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3047,RKG12,19,112,End Shuttle,RAILWAY STATION TER,KOSAD DEPOT,1226,4,1.477,2,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3048,RKG13,0,112,Start Shuttle,KOSAD DEPOT,RAILWAY STATION TER,363,17,5.881,1,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3049,RKG13,1,112,112UP,RAILWAY STATION TER,BHARTHANA,380,34,15,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3050,RKG13,2,112,112DN,BHARTHANA,RAILWAY STATION TER,473,43,14,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3051,RKG13,3,112,112UP,RAILWAY STATION TER,BHARTHANA,524,44,15,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3052,RKG13,4,112,112DN,BHARTHANA,RAILWAY STATION TER,601,43,14,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3053,RKG13,5,112,112UP,RAILWAY STATION TER,BHARTHANA,652,44,15,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3054,RKG13,6,112,112DN,BHARTHANA,RAILWAY STATION TER,708,39,14,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3055,RKG13,7,112,112UP,RAILWAY STATION TER,BHARTHANA,754,40,15,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3056,RKG13,8,112,112DN,BHARTHANA,RAILWAY STATION TER,908,39,14,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3057,RKG13,9,112,112UP,RAILWAY STATION TER,BHARTHANA,954,40,15,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3058,RKG13,10,112,112DN,BHARTHANA,RAILWAY STATION TER,1051,43,14,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3059,RKG13,11,112,112UP,RAILWAY STATION TER,BHARTHANA,1102,44,15,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3060,RKG13,12,112,112DN,BHARTHANA,RAILWAY STATION TER,1173,43,14,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3061,RKG13,13,112,112UP,RAILWAY STATION TER,BHARTHANA,1230,40,15,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3062,RKG13,14,112,112DN,BHARTHANA,RAILWAY STATION TER,1320,33,14,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3063,RKG13,15,112,112UP,RAILWAY STATION TER,KOSAD GAM,1360,28,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3064,RKG13,16,112,End Shuttle,KOSAD GAM,KOSAD DEPOT,1388,43,14.353,2,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3065,RKG2,0,112,Start Shuttle,KOSAD DEPOT,KOSAD GAM,266,4,1.477,1,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3066,RKG2,1,112,112DN,KOSAD GAM,RAILWAY STATION TER,270,25,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3067,RKG2,2,112,112UP,RAILWAY STATION TER,KOSAD GAM,310,28,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3068,RKG2,3,112,112DN,KOSAD GAM,RAILWAY STATION TER,384,28,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3069,RKG2,4,112,112UP,RAILWAY STATION TER,BHARTHANA,425,40,15,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3070,RKG2,5,112,112DN,BHARTHANA,RAILWAY STATION TER,505,43,14,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3071,RKG2,6,112,112UP,RAILWAY STATION TER,BHARTHANA,556,44,15,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3072,RKG2,7,112,112DN,BHARTHANA,RAILWAY STATION TER,633,43,14,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3073,RKG2,8,112,112UP,RAILWAY STATION TER,BHARTHANA,684,44,15,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3074,RKG2,9,112,112DN,BHARTHANA,RAILWAY STATION TER,828,39,14,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3075,RKG2,10,112,112UP,RAILWAY STATION TER,BHARTHANA,874,40,15,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3076,RKG2,11,112,112DN,BHARTHANA,RAILWAY STATION TER,948,39,14,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3077,RKG2,12,112,112UP,RAILWAY STATION TER,BHARTHANA,994,40,15,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3078,RKG2,13,112,112DN,BHARTHANA,RAILWAY STATION TER,1083,43,14,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3079,RKG2,14,112,112UP,RAILWAY STATION TER,BHARTHANA,1134,44,15,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3080,RKG2,15,112,112DN,BHARTHANA,RAILWAY STATION TER,1217,40,14,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3081,RKG2,16,112,112UP,RAILWAY STATION TER,BHARTHANA,1260,36,15,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3082,RKG2,17,112,112DN,BHARTHANA,RAILWAY STATION TER,1300,12,2,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3083,RKG2,18,112,End Shuttle,RAILWAY STATION TER,KOSAD DEPOT,1312,17,5.881,2,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3084,RKG3,0,112,Start Shuttle,KOSAD DEPOT,KOSAD GAM,356,4,1.477,1,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3085,RKG3,1,112,112DN,KOSAD GAM,RAILWAY STATION TER,360,28,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3086,RKG3,2,112,112UP,RAILWAY STATION TER,KOSAD GAM,395,28,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3087,RKG3,3,112,112DN,KOSAD GAM,RAILWAY STATION TER,470,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3088,RKG3,4,112,112UP,RAILWAY STATION TER,KOSAD GAM,516,37,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3089,RKG3,5,112,112DN,KOSAD GAM,RAILWAY STATION TER,568,36,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3090,RKG3,6,112,112UP,RAILWAY STATION TER,KOSAD GAM,612,37,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3091,RKG3,7,112,112DN,KOSAD GAM,RAILWAY STATION TER,664,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3092,RKG3,8,112,112UP,RAILWAY STATION TER,KOSAD GAM,708,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3093,RKG3,9,112,112DN,KOSAD GAM,RAILWAY STATION TER,764,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3094,RKG3,10,112,112UP,RAILWAY STATION TER,KOSAD GAM,804,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3095,RKG3,11,112,112DN,KOSAD GAM,RAILWAY STATION TER,884,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3096,RKG3,12,112,112UP,RAILWAY STATION TER,KOSAD GAM,924,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3097,RKG3,13,112,112DN,KOSAD GAM,RAILWAY STATION TER,1002,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3098,RKG3,14,112,112UP,RAILWAY STATION TER,KOSAD GAM,1044,37,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3099,RKG3,15,112,112DN,KOSAD GAM,RAILWAY STATION TER,1098,36,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3100,RKG3,16,112,112UP,RAILWAY STATION TER,KOSAD GAM,1142,37,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3101,RKG3,17,112,112DN,KOSAD GAM,RAILWAY STATION TER,1200,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3102,RKG3,18,112,112UP,RAILWAY STATION TER,KOSAD GAM,1240,33,11,2,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3103,RKG3,19,112,End Shuttle,KOSAD GAM,KOSAD DEPOT,1273,17,5.881,2,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3104,RKG4,0,112,Start Shuttle,KOSAD DEPOT,KOSAD GAM,368,4,1.477,1,Non-revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3105,RKG4,1,112,112DN,KOSAD GAM,RAILWAY STATION TER,372,28,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3106,RKG4,2,112,112UP,RAILWAY STATION TER,KOSAD GAM,410,28,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3107,RKG4,3,112,112DN,KOSAD GAM,RAILWAY STATION TER,488,36,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3108,RKG4,4,112,112UP,RAILWAY STATION TER,KOSAD GAM,532,37,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3109,RKG4,5,112,112DN,KOSAD GAM,RAILWAY STATION TER,584,36,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3110,RKG4,6,112,112UP,RAILWAY STATION TER,KOSAD GAM,628,37,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
3111,RKG4,7,112,112DN,KOSAD GAM,RAILWAY STATION TER,684,33,11,1,revenue trip,Chartered SPL,Non - AC,CBS,Day service,DIESEL,12,KOSAD DEPOT
